station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,county_name,sample_count,sample_date_min,sample_date_max
48107,SSGSA-03a,08N01W22J500M,08N01W22J500M,Groundwater,38.524544,-121.955693,Solano,1,6/21/2023 12:15,6/21/2023 12:15
48108,SSGSA-03b,08N01W22J501M,08N01W22J501M,Groundwater,38.524543,-121.955694,Solano,1,6/21/2023 12:25,6/21/2023 12:25
48109,SSGSA-02a,08N01W22N500M,08N01W22N500M,Groundwater,38.519806,-121.967535,Solano,1,6/21/2023 12:50,6/21/2023 12:50
48110,SSGSA-02b,08N01W22N501M,08N01W22N501M,Groundwater,38.519806,-121.967536,Solano,1,6/21/2023 12:55,6/21/2023 12:55
48111,SSGSA-01a (shallow),08N01W33D500M,08N01W33D500M,Groundwater,38.50368,-121.985579,Solano,1,6/21/2023 13:25,6/21/2023 13:25
48112,SSGSA-01b (deep),08N01W33D501M,08N01W33D501M,Groundwater,38.503708,-121.985591,Solano,1,6/21/2023 13:20,6/21/2023 13:20
48062,SRPGSA-12 (H07-01),08N08W27P500M,08N08W27P500M,Groundwater,38.503895,-122.734692,Sonoma,1,11/28/2023 13:40,11/28/2023 13:40
48063,SRPGSA-06 (F07-04),08N08W29K500M,08N08W29K500M,Groundwater,38.508654,-122.769834,Sonoma,1,11/28/2023 10:30,11/28/2023 10:30
48064,SRPGSA-07 (B08-01),08N09W34F500M,08N09W34F500M,Groundwater,38.496147,-122.847929,Sonoma,1,11/28/2023 10:55,11/28/2023 10:55
48065,SRPGSA-09 (D08-04),08N09W36G500M,08N09W36G500M,Groundwater,38.498635,-122.803102,Sonoma,1,11/28/2023 11:15,11/28/2023 11:15
48066,YSGA-02 Shallow,09N01W06C500M,09N01W06C500M,Groundwater,38.66374,-122.0175,Yolo,1,1/18/2024 12:55,1/18/2024 12:55
48067,YSGA-02 MS,09N01W06C501M,09N01W06C501M,Groundwater,38.66374,-122.0175,Yolo,1,1/18/2024 13:15,1/18/2024 13:15
48068,YSGA-02 MD,09N01W06C502M,09N01W06C502M,Groundwater,38.66374,-122.0175,Yolo,1,1/18/2024 13:30,1/18/2024 13:30
48069,YSGA-02 Deep,09N01W06C503M,09N01W06C503M,Groundwater,38.66374,-122.0175,Yolo,1,1/18/2024 13:50,1/18/2024 13:50
48070,YSGA-01 Shallow,11N02W22H500M,11N02W22H500M,Groundwater,38.79203,-122.062416,Yolo,1,1/18/2024 10:00,1/18/2024 10:00
48071,YSGA-01 Intermediate,11N02W22H501M,11N02W22H501M,Groundwater,38.79203,-122.062416,Yolo,1,1/18/2024 10:30,1/18/2024 10:30
48072,YSGA-01 Deep,11N02W22H502M,11N02W22H502M,Groundwater,38.79203,-122.062416,Yolo,1,1/18/2024 10:50,1/18/2024 10:50
48073,MW-201A S,MW-201A Shallow,12N34E34A001M,Groundwater,37.780729,-121.516452,San Joaquin,1,4/23/2024 10:44,4/23/2024 10:44
48074,MW-201B MS,MW-201B Middle-Shallow,12N34E34A002M,Groundwater,37.780729,-121.516452,San Joaquin,1,4/23/2024 10:36,4/23/2024 10:36
48075,MW-201C MD,MW-201C Middle-Deep,12N34E34A003M,Groundwater,37.780729,-121.516452,San Joaquin,1,4/23/2024 9:30,4/23/2024 9:30
48076,MW-201D D,MW-201D Deep,12N34E34A004M,Groundwater,37.780729,-121.516452,San Joaquin,1,4/23/2024 9:20,4/23/2024 9:20
48132,MW-204 S,MW-204 Shallow,12N34E35A001M,Groundwater,37.638281,-121.334773,San Joaquin,1,4/26/2024 14:00,4/26/2024 14:00
48133,MW-204 MS,MW-204 Middle-Shallow,12N34E35A002M,Groundwater,37.638281,-121.334773,San Joaquin,1,4/26/2024 14:15,4/26/2024 14:15
48134,MW-204 MD,MW-204 Middle-Deep,12N34E35A003M,Groundwater,37.638281,-121.334773,San Joaquin,1,4/26/2024 14:40,4/26/2024 14:40
48135,MW-204 D,MW-204 Deep,12N34E35A004M,Groundwater,37.638281,-121.334773,San Joaquin,1,4/26/2024 14:55,4/26/2024 14:55
48136,MW-203 S,MW-203 Shallow,12N34E36A001M,Groundwater,37.657954,-121.365228,San Joaquin,1,4/26/2024 12:50,4/26/2024 12:50
48137,MW-203 MS,MW-203 Middle-Shallow,12N34E36A002M,Groundwater,37.657954,-121.365228,San Joaquin,1,4/26/2024 12:30,4/26/2024 12:30
48138,MW-203 MD,MW-203 Middle-Deep,12N34E36A003M,Groundwater,37.657954,-121.365228,San Joaquin,1,5/13/2024 10:00,5/13/2024 10:00
48139,MW-203 D,MW-203 Deep,12N34E36A004M,Groundwater,37.657954,-121.365228,San Joaquin,1,4/26/2024 13:15,4/26/2024 13:15
48113,Plumas MW-01 S,13N04E17P500M,13N04E17P500M,Groundwater,38.970857,-121.55557,Yuba,1,8/3/2023 12:10,8/3/2023 12:10
48114,Plumas MW-01 MS,13N04E17P501M,13N04E17P501M,Groundwater,38.970857,-121.55557,Yuba,1,8/3/2023 12:35,8/3/2023 12:35
48115,Plumas MW-01 MD,13N04E17P502M,13N04E17P502M,Groundwater,38.970857,-121.55557,Yuba,1,8/3/2023 13:15,8/3/2023 13:15
48116,Plumas MW-01 D,13N04E17P503M,13N04E17P503M,Groundwater,38.970857,-121.55557,Yuba,1,8/3/2023 13:50,8/3/2023 13:50
47890,13N09W02H001M,13N09W02H001M,13N09W02H001M,Groundwater,39.007381,-122.822292,Lake,1,7/26/2021 10:35,7/26/2021 10:35
47913,13N09W03R002M,13N09W03R002M,13N09W03R002M,Groundwater,38.9972,-122.8413,Lake,1,7/26/2021 10:07,7/26/2021 10:07
47892,13N09W07A003M,13N09W07A003M,13N09W07A003M,Groundwater,38.994647,-122.894686,Lake,1,7/26/2021 8:00,7/26/2021 8:00
47894,13N09W28J002M,13N09W28J002M,13N09W28J002M,Groundwater,38.94378,-122.861025,Lake,1,7/26/2021 9:00,7/26/2021 9:00
48092,13S11E11H003M,CDMGSA-01C,13S11E11H003M,Groundwater,36.817597,-120.730733,Fresno,1,9/21/2021 11:30,9/21/2021 11:30
48093,13S11E11H004M,CDMGSA-01D,13S11E11H004M,Groundwater,36.817597,-120.730733,Fresno,1,9/21/2021 12:15,9/21/2021 12:15
47962,13S15E27N001M,FWDGSA-01,13S15E27N001M,Groundwater,36.763862,-120.328703,Fresno,1,10/11/2022 10:24,10/11/2022 10:24
48037,13S15E27N002M,13S15E27N002M,13S15E27N002M,Groundwater,36.763862,-120.328703,Fresno,1,10/11/2022 9:57,10/11/2022 9:57
48038,13S15E27N003M,13S15E27N003M,13S15E27N003M,Groundwater,36.763862,-120.328703,Fresno,1,10/11/2022 9:15,10/11/2022 9:15
47895,14N09W32G002M,14N09W32G002M,14N09W32G002M,Groundwater,39.018588,-122.881273,Lake,1,7/26/2021 11:15,7/26/2021 11:15
48077,UVBGSA-01a (shallow),15N09W25K500M,15N09W25K500M,Groundwater,39.118381,-123.192616,Mendocino,1,12/20/2023 9:00,12/20/2023 9:00
48078,UVBGSA-01b (middle),15N09W25K501M,15N09W25K501M,Groundwater,39.118383,-123.192616,Mendocino,1,12/20/2023 10:15,12/20/2023 10:15
48079,UVBGSA-01c (deep),15N09W25K502M,15N09W25K502M,Groundwater,39.118382,-123.192615,Mendocino,1,12/20/2023 11:00,12/20/2023 11:00
48080,UVBGSA-07 (shallow),16N12W04D500M,16N12W04D500M,Groundwater,39.27634,-123.20675,Mendocino,1,12/20/2023 17:00,12/20/2023 17:00
48081,UVBGSA-06a (shallow),16N12W05R500M,16N12W05R500M,Groundwater,39.265927,-123.209753,Mendocino,1,12/20/2023 13:20,12/20/2023 13:20
48082,UVBGSA-06b (MS),16N12W05R501M,16N12W05R501M,Groundwater,39.265928,-123.209753,Mendocino,1,12/20/2023 13:50,12/20/2023 13:50
48083,UVBGSA-06c (MD),16N12W05R502M,16N12W05R502M,Groundwater,39.265928,-123.209751,Mendocino,1,12/20/2023 14:20,12/20/2023 14:20
48084,UVBGSA-06d (deep),16N12W05R503M,16N12W05R503M,Groundwater,39.265926,-123.209752,Mendocino,1,12/20/2023 15:10,12/20/2023 15:10
48085,UVBGSA-05 (shallow),16N12W21D500M,16N12W21D500M,Groundwater,39.232412,-123.202566,Mendocino,1,12/20/2023 12:30,12/20/2023 12:30
47898,18N04E19D001M,18N04E19D001M,18N04E19D001M,Groundwater,39.4052,-121.5735,Butte,1,11/4/2021 10:30,11/4/2021 10:30
47899, 18N04E19D002M, 18N04E19D002M,18N04E19D002M,Groundwater,39.4052,-121.5735,Butte,2,6/23/2021 9:45,11/4/2021 10:40
47900,18N04E19D003M,18N04E19D003M,18N04E19D003M,Groundwater,39.4052,-121.5735,Butte,1,6/23/2021 9:30,6/23/2021 9:30
47967,18S19E26C001M,NFKGSA-01,18S19E26C001M,Groundwater,36.343751,-119.878349,Kings,1,10/11/2022 13:26,10/11/2022 13:26
48039,18S19E26C002M,18S19E26C002M,18S19E26C002M,Groundwater,36.343751,-119.878349,Kings,1,10/11/2022 9:57,10/11/2022 9:57
48040,18S19E26C003M,18S19E26C003M,18S19E26C003M,Groundwater,36.343751,-119.878349,Kings,1,10/11/2022 12:40,10/11/2022 12:40
48041,18S19E26C004M,18S19E26C004M,18S19E26C004M,Groundwater,36.343751,-119.878349,Kings,1,10/11/2022 12:15,10/11/2022 12:15
48094,18S23E07N001M,GKGSA-02 Upper,18S23E07N001M,Groundwater,36.372343,-119.528883,Kings,1,5/30/2023 15:48,5/30/2023 15:48
48095,18S23E07N002M,GKGSA-02 Mid,18S23E07N002M,Groundwater,36.372343,-119.528883,Kings,1,5/30/2023 16:18,5/30/2023 16:18
48096,18S23E07N003M,GKGSA-02 Lower,18S23E07N003M,Groundwater,36.372343,-119.528883,Kings,1,5/30/2023 16:40,5/30/2023 16:40
47968,19S23E30A001M,MKGSA02 Upper,19S23E30A001M,Groundwater,36.25434,-119.510641,Tulare,1,12/28/2022 11:40,12/28/2022 11:40
47969,19S23E30A002M,MKGSA-02 Middle,19S23E30A002M,Groundwater,36.25434,-119.510641,Tulare,1,12/28/2022 11:20,12/28/2022 11:20
47970,19S23E30A003M,MKGSA-02 Lower,19S23E30A003M,Groundwater,36.25434,-119.510641,Tulare,1,12/28/2022 11:00,12/28/2022 11:00
48097,20S21E02J002M,GKGSA-01 Upper,20S21E02J002M,Groundwater,36.215094,-119.655225,Kings,1,5/30/2023 12:30,5/30/2023 12:30
48098,20S21E02J003M,GKGSA-01 Mid,20S21E02J003M,Groundwater,36.215094,-119.655225,Kings,1,5/30/2023 12:52,5/30/2023 12:52
48099,20S21E02J004M,GKGSA-01 Lower,20S21E02J004M,Groundwater,36.215094,-119.655225,Kings,1,5/30/2023 13:26,5/30/2023 13:26
48100,20S21E02J005M,GKGSA-01 Deep,20S21E02J005M,Groundwater,36.215094,-119.655225,Kings,1,5/30/2023 14:03,5/30/2023 14:03
47971,20S23E21K001M,MKGSA-01 Upper,20S23E21K001M,Groundwater,36.173829,-119.47983,Tulare,1,12/28/2022 13:35,12/28/2022 13:35
47972,20S23E21K002M,MKGSA-01 Middle,20S23E21K002M,Groundwater,36.173829,-119.47983,Tulare,1,12/28/2022 13:15,12/28/2022 13:15
48023,20S23E21K003M,MKGSA-01 Lower,20S23E21K003M,Groundwater,36.173829,-119.47983,Tulare,1,12/28/2022 12:50,12/28/2022 12:50
47973,21S25E06K001M,LTRIDGSA-01,21S25E06K001M,Groundwater,36.13072,-119.31284,Tulare,1,9/13/2022 9:00,9/13/2022 9:00
48117,21S25E06K002M,21S25E06K002M,21S25E06K002M,Groundwater,36.13072,-119.31284,Tulare,1,9/13/2022 11:30,9/13/2022 11:30
48118,21S25E06K003M,21S25E06K003M,21S25E06K003M,Groundwater,36.13072,-119.31284,Tulare,1,9/13/2022 10:40,9/13/2022 10:40
47905,22N04W01A001M,22N04W01A001M,22N04W01A001M,Groundwater,39.7975,-122.2525,Glenn,9,6/30/2021 11:30,5/18/2023 9:00
47906,22N04W01A002M,22N04W01A002M,22N04W01A002M,Groundwater,39.7975,-122.2525,Glenn,9,6/30/2021 11:45,5/18/2023 9:20
47907,22N04W01A003M,22N04W01A003M,22N04W01A003M,Groundwater,39.7975,-122.2525,Glenn,7,6/30/2021 12:00,5/18/2023 9:45
47908,22N04W01A004M,22N04W01A004M,22N04W01A004M,Groundwater,39.7975,-122.2525,Glenn,7,6/30/2021 12:30,5/18/2023 10:00
48120,22N15E11C001M,22N15E11C001M,22N15E11C001M,Groundwater,39.777795,-120.268236,Lassen,1,8/18/2020 10:40,8/18/2020 10:40
48121,22N15E11C002M,22N15E11C002M,22N15E11C002M,Groundwater,39.777795,-120.268236,Lassen,1,8/18/2020 10:55,8/18/2020 10:55
48122,22N15E11C003M,22N15E11C003M,22N15E11C003M,Groundwater,39.777795,-120.268236,Lassen,1,8/18/2020 11:05,8/18/2020 11:05
48123,22N15E11C004M,22N15E11C004M,22N15E11C004M,Groundwater,39.777795,-120.268236,Lassen,1,8/18/2020 11:20,8/18/2020 11:20
48124,22N15E11C005M,22N15E11C005M,22N15E11C005M,Groundwater,39.777795,-120.268236,Lassen,1,8/18/2020 11:30,8/18/2020 11:30
47974,ETGSA_01L,ETGSA-01L,22S28E06C003M,Groundwater,36.048611,-118.993055,Tulare,1,9/12/2022 9:45,9/12/2022 9:45
47975,ETGSA-01U,ETGSA-01U,22S28E06C004M,Groundwater,36.048611,-118.993333,Tulare,1,9/12/2022 9:20,9/12/2022 9:20
47976,PIDGSA-01,PIDGSA-01,23S25E13E001M,Groundwater,35.92984,-119.23268,Tulare,1,9/12/2022 11:35,9/12/2022 11:35
48119,23S25E13E002M,23S25E13E002M,23S25E13E002M,Groundwater,35.92984,-119.23268,Tulare,1,9/12/2022 12:00,9/12/2022 12:00
47909,24N03W15A001M,24N03W15A001M,24N03W15A001M,Groundwater,39.9413,-122.1823,Butte,8,6/23/2021 11:30,5/18/2023 11:00
47910,24N03W15A002M,24N03W15A002M,24N03W15A002M,Groundwater,39.9413,-122.1823,Butte,8,6/23/2021 11:45,5/18/2023 11:15
47911,24N03W15A003M,24N03W15A003M,24N03W15A003M,Groundwater,39.9413,-122.1823,Tehama,8,6/23/2021 12:15,5/18/2023 11:30
47912,24N03W15A004M,24N03W15A004M,24N03W15A004M,Groundwater,39.9413,-122.1823,Tehama,8,6/23/2021 13:00,5/18/2023 12:00
47977,24N04W07F003M,24N04W07F003M,24N04W07F003M,Groundwater,39.95218,-122.36191,Tehama,7,2/1/2022 9:00,5/17/2023 11:15
47978,24N04W07F004M,24N04W07F004M,24N04W07F004M,Groundwater,39.95218,-122.36191,Tehama,6,2/1/2022 9:30,5/17/2023 11:35
47979,24N04W07F005M,24N04W07F005M,24N04W07F005M,Groundwater,39.95218,-122.36191,Tehama,7,2/1/2022 9:50,5/17/2023 12:10
47980,24N04W07F006M,24N04W07F006M,24N04W07F006M,Groundwater,39.95218,-122.36191,Tehama,6,2/1/2022 10:30,5/17/2023 12:30
48101,25N05W13P002M,25N05W13P002M,25N05W13P002M,Groundwater,40.01638,-122.380969,Tehama,1,3/26/2024 10:50,3/26/2024 10:50
48102,25N05W13P003M,25N05W13P003M,25N05W13P003M,Groundwater,40.01638,-122.380969,Tehama,1,3/26/2024 10:40,3/26/2024 10:40
48103,25N05W13P004M,25N05W13P004M,25N05W13P004M,Groundwater,40.01638,-122.380969,Tehama,1,3/26/2024 9:30,3/26/2024 9:30
48104,25N05W13P005M,25N05W13P005M,25N05W13P005M,Groundwater,40.01638,-122.380969,Tehama,1,3/26/2024 9:15,3/26/2024 9:15
47981,25N13E36F001M,TC01,25N13E36F001M,Groundwater,39.980443,-120.47905,Plumas,1,5/11/2022 11:40,5/11/2022 11:40
47982,25N13E36F004M,TC10,25N13E36F004M,Groundwater,39.979637,-120.478203,Plumas,1,5/11/2022 10:45,5/11/2022 10:45
47983,25N13E36L002M,TC05,25N13E36L002M,Groundwater,39.976538,-120.47738,Plumas,1,5/11/2022 10:00,5/11/2022 10:00
47901,26N02W22E003M,26N02W22E003M,26N02W22E003M,Groundwater,40.0919,-122.0866,Tehama,7,6/30/2021 9:00,4/24/2023 9:00
47902,26N02W22E004M,26N02W22E004M,26N02W22E004M,Groundwater,40.0919,-122.0866,Tehama,7,6/30/2021 9:30,4/24/2023 9:15
47903,26N02W22E005M,26N02W22E005M,26N02W22E005M,Groundwater,40.0919,-122.0866,Tehama,7,6/30/2021 10:00,4/24/2023 9:30
47904,26N02W22E006M,26N02W22E006M,26N02W22E006M,Groundwater,40.0919,-122.0866,Tehama,7,6/30/2021 10:30,4/24/2023 9:35
48024,27N03W03H002M,27N03W03H002M,27N03W03H002M,Groundwater,40.21607,-122.18803,Tehama,1,4/24/2023 10:00,4/24/2023 10:00
48027,27N03W15N004M,27N03W15N004M,27N03W15N004M,Groundwater,40.187154,-122.199707,Tehama,3,4/24/2023 11:30,4/24/2024 11:00
48028,27N03W15N005M,27N03W15N005M,27N03W15N005M,Groundwater,40.187154,-122.199707,Tehama,3,4/24/2023 11:45,4/24/2024 11:30
48029,27N03W15N006M,27N03W15N006M,27N03W15N006M,Groundwater,40.187154,-122.199707,Tehama,3,4/24/2023 12:00,4/24/2024 11:45
48030,27N03W15N007M,27N03W15N007M,27N03W15N007M,Groundwater,40.187154,-122.199707,Tehama,3,4/24/2023 12:30,4/24/2024 12:00
48031,27N03W15N008M,27N03W15N008M,27N03W15N008M,Groundwater,40.187154,-122.199707,Tehama,3,4/24/2023 13:00,4/24/2024 12:15
47984,31N04W22P001M,31N04W22P001M,31N04W22P001M,Groundwater,40.52243,-122.30907,Shasta,5,6/16/2022 9:00,5/17/2023 8:50
47985,31N04W22P002M,31N04W22P002M,31N04W22P002M,Groundwater,40.52243,-122.30907,Shasta,6,6/16/2022 9:20,5/17/2023 9:10
47986,31N04W22P003M,31N04W22P003M,31N04W22P003M,Groundwater,40.52243,-122.30907,Shasta,5,6/16/2022 10:00,5/17/2023 9:30
47987,31N04W22P004M,31N04W22P004M,31N04W22P004M,Groundwater,40.52243,-122.30907,Shasta,5,6/16/2022 10:15,5/17/2023 10:15
48125,43N06W28B001M,43N06W28B001M (D) 400-420 ft,43N06W28B001M,Groundwater,41.550933,-122.544667,Siskiyou,1,7/27/2020 11:00,7/27/2020 11:00
48126,43N06W28B002M,43N06W28B002M (DI) 360-370 ft,43N06W28B002M,Groundwater,41.550933,-122.544667,Siskiyou,1,7/27/2020 11:15,7/27/2020 11:15
48127,43N06W28B003M,43N06W28B003M (SI) 260-270; 280-290 ft,43N06W28B003M,Groundwater,41.550933,-122.544667,Siskiyou,1,7/27/2020 11:30,7/27/2020 11:30
48128,43N06W28B004M,43N06W28B004M (S) 180-200 ft,43N06W28B004M,Groundwater,41.550933,-122.544667,Siskiyou,1,7/27/2020 11:45,7/27/2020 11:45
48086,47N01W27D001M,47N01W27D001M-Deep,47N01W27D001M,Groundwater,41.89447,-121.97459,Siskiyou,1,1/25/2024 14:20,1/25/2024 14:20
48087,47N01W27D002M,47N01W27D002M-Deep Int.,47N01W27D002M,Groundwater,41.89447,-121.97459,Siskiyou,1,1/25/2024 14:06,1/25/2024 14:06
48088,47N01W27D003M,47N01W27D003M-Shallow Int.,47N01W27D003M,Groundwater,41.89447,-121.97459,Siskiyou,1,1/25/2024 13:55,1/25/2024 13:55
48089,47N01W27D004M,47N01W27D004M-Shallow,47N01W27D004M,Groundwater,41.89447,-121.97459,Siskiyou,1,1/25/2024 13:25,1/25/2024 13:25
47988,SAC R ESS DS Bridge,Sacramento River East Sand Slough DS Bridge,A0276805,Surface Water,40.174054,-122.220251,Tehama,1,8/4/2022 8:00,8/4/2022 8:00
47989,Sac R ESS US Bridge,Sacramento River East Sand Slough US Bridge,A0276905,Surface Water,40.182711,-122.2215,Tehama,1,7/28/2022 8:35,7/28/2022 8:35
47991,Sac R A Anderson 3,Sacramento River Side Channel at Anderson River Pa,A0282108,Surface Water,40.466412,-122.256577,Shasta,1,5/6/2022 7:35,5/6/2022 7:35
48090,CottonwoodC nr Mouth,Cottonwood Crk near Mouth,A0350500,Surface Water,40.380622,-122.209731,Tehama,2,11/8/2023 10:00,2/7/2024 10:50
48091,BearC a Parkville Rd,Bear Creek at Parkville Rd,A0408000,Surface Water,40.454839,-122.191136,Shasta,2,11/7/2023 12:10,2/6/2024 12:40
48129,RD 22 West,Toe Drain at Rd. 22 West,A0D84061387,Surface Water,38.676385,-121.644315,Yolo,11,7/25/2023 8:34,6/4/2024 7:56
47992,Deer C Meadow 12,Deer Creek Meadow Site 12,A4318600,Surface Water,40.26979,-121.4266,Tehama,1,9/29/2022 8:18,9/29/2022 8:18
47993,Deer C Meadow 7,Deer Creek Meadow Site 7,A4318605,Surface Water,40.26989,-121.4197,Tehama,1,9/29/2022 11:50,9/29/2022 11:50
47994,Deer C Meadow 3,Deer Creek Meadow Site 3,A4318608,Surface Water,40.268469,-121.4146,Tehama,1,9/16/2022 9:45,9/16/2022 9:45
47995,Deer C BL Deer Lodge,Deer Creek Below Deer Creek Lodge,A4318800,Surface Water,40.26209,-121.4048,Tehama,1,9/14/2022 9:45,9/14/2022 9:45
47996,Yellow C DS Humbug,Yellow Creek Downstream Humbug Valley,A5336505,Surface Water,40.117539,-121.24546,Lassen,1,7/12/2022 11:40,7/12/2022 11:40
